,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
751,PG20511,The Little Mother Goose,,,,['en'],328,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
769,PG20652,Ring O' Roses: A Nursery Rhyme Picture Book,,,,['en'],65,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
783,PG20952,A Jolly Jingle-Book,,,,['en'],18,"""Children's poetry""",Text,"""Children's poetry"""
794,PG21156,Selected Lullabies,"Field, Eugene",1850.0,1895.0,['en'],74,"""Children's poetry""",Sound,"""Children's poetry"""
810,PG21292,Brave and True: Short stories for children by G. M. Fenn and Others,"Fenn, George Manville",1831.0,1909.0,['en'],25,"'Courage -- Juvenile fiction', 'Indians of North America -- Juvenile fiction', 'Short stories', 'Children -- Conduct of life -- Juvenile fiction', ""Children's stories"", ""Children's poetry""",Text,"""Children's poetry"""
812,PG21369,Ring o' Roses: A Nursery Rhyme Picture Book,Anonymous,,,['en'],85,"'Nursery rhymes', ""Children's poetry""",Sound,"""Children's poetry"""
861,PG22181,The Maid and the Magpie: An Interesting Tale Founded on Facts,"Moreton, Charles",,,['en'],42,"'False testimony -- Juvenile poetry', 'False imprisonment -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
869,PG22308,Golden Moments: Bright Stories for Young Folks,Anonymous,,,['en'],55,"""Children's poetry"", 'Children -- Conduct of life -- Juvenile fiction', ""Children's stories""",Text,"""Children's poetry"""
876,PG22408,Chatterbox Stories of Natural History,Anonymous,,,['en'],75,"'Natural history -- Juvenile literature', 'Animals -- Juvenile literature', 'Nature stories', ""Children's stories"", ""Children's poetry""",Text,"""Children's poetry"""
917,PG22888,Under the Window: Pictures & Rhymes for Children,"Greenaway, Kate",1846.0,1901.0,['en'],258,"""Children's poetry""",Text,"""Children's poetry"""
924,PG22922,The Posy Ring: A Book of Verse for Children,,,,['en'],37,"'English poetry -- Collections', 'American poetry -- Collections', ""Children's poetry""",Text,"""Children's poetry"""
938,PG23305,The Crooked Man and Other Rhymes,Anonymous,,,['en'],28,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
939,PG23314,Spring Blossoms,Anonymous,,,['en'],28,"""Children's poetry""",Text,"""Children's poetry"""
940,PG23316,Rose of Affection,Anonymous,,,['en'],16,"""Children's poetry""",Text,"""Children's poetry"""
943,PG23318,The Nine Lives of A Cat: A Tale of Wonder,"Bennett, Charles H. (Charles Henry)",1829.0,1867.0,['en'],46,"'Animals -- Juvenile poetry', 'Cats -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
945,PG23322,The Three Bears,Anonymous,,,['en'],144,"'Fairy tales', 'Bears -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
947,PG23336,The Tiny Story Book.,Anonymous,,,['en'],46,"'Conduct of life -- Juvenile literature', ""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
949,PG23348,Old Mother Hubbard and Her Dog,Unknown,,,['en'],38,"'Nursery rhymes', ""Children's poetry"", 'Dogs -- Juvenile poetry'",Text,"""Children's poetry"""
952,PG23350,Cecily Parsley's Nursery Rhymes,"Potter, Beatrix",1866.0,1943.0,['en'],145,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
958,PG23404,A Little Girl to her Flowers in Verse,Anonymous,,,['en'],29,"""Children's poetry"", 'Flowers -- Juvenile poetry'",Text,"""Children's poetry"""
965,PG23436,Aladdin or The Wonderful Lamp,Anonymous,,,['en'],64,"'Fairy tales', ""Children's poetry""",Text,"""Children's poetry"""
969,PG23455,Plain Jane,"George, G. M.",,,['en'],21,"'Talebearing -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
971,PG23456,More Dollies,"Hunter, Richard",,,['en'],22,"'Dolls -- Juvenile poetry', ""Children's poetry"", 'Toys -- Juvenile poetry'",Text,"""Children's poetry"""
973,PG23457,"The Keepsake: or, Poems and Pictures for Childhood and Youth",Anonymous,,,['en'],28,"""Children's poetry""",Text,"""Children's poetry"""
974,PG23459,Fishy-Winkle,"Archer, Jean C.",,,['en'],35,"""Children's poetry""",Text,"""Children's poetry"""
976,PG23460,Abroad,,,,['en'],39,"'Poetry of places -- Juvenile literature', 'France -- Description and travel -- Juvenile literature', 'Travel -- Juvenile literature', ""Children's stories"", ""Children's poetry""",Text,"""Children's poetry"""
1013,PG23847,"The Peacock and Parrot, on their Tour to Discover the Author of ""The Peacock At Home""",Unknown,,,['en'],23,"""Children's poetry"", 'Birds -- Juvenile poetry'",Text,"""Children's poetry"""
1024,PG23902,The Cow,"Stevenson, Robert Louis",1850.0,1894.0,['en'],58,"""Children's poetry""",Sound,"""Children's poetry"""
1045,PG24011,Zodiac Town: The Rhymes of Amos and Ann,"Turner, Nancy Byrd",1880.0,,['en'],37,"'Months -- Juvenile poetry', ""Children's poetry"", 'Poetry -- Juvenile fiction'",Text,"""Children's poetry"""
1054,PG24108,Fables in Rhyme for Little Folks: From the French of La Fontaine,"La Fontaine, Jean de",1621.0,1695.0,['en'],163,"'Fables', ""Children's poetry""",Text,"""Children's poetry"""
1055,PG24117,A Apple Pie and Other Nursery Tales,Unknown,,,['en'],105,"'Nursery rhymes', ""Children's stories"", 'Fairy tales', ""Children's poetry"", 'Alphabets'",Text,"""Children's poetry"""
1092,PG24465,Jack and Jill and Old Dame Gill,Unknown,,,['en'],31,"'Nursery rhymes', ""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
1096,PG24530,On the Tree Top,"Bates, Clara Doty",1838.0,1895.0,['en'],70,"'Fairy tales', 'Nursery rhymes', ""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
1101,PG24611,The Adventures of Samuel and Selina,"Archer, Jean C.",,,['en'],22,"""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
1102,PG24623,Mother Goose: The Original Volland Edition,,,,['en'],151,"'Nursery rhymes', ""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
1103,PG24644,Harry's Ladder to Learning,Anonymous,,,['en'],118,"'Picture books for children', 'Nursery rhymes', 'Country life -- Juvenile fiction', 'Readers', ""Children's stories"", ""Children's poetry""",Text,"""Children's poetry"""
1105,PG24673,A Phenomenal Fauna,"Wells, Carolyn",1862.0,1942.0,['en'],45,"""Children's poetry"", 'Picture books for children', 'Humorous poetry'",Text,"""Children's poetry"""
1109,PG24694,Peter Prim's Profitable Present: To the little misses and masters of the United States,Unknown,,,['en'],25,"'Counting-out rhymes', ""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
1114,PG24734,Tommy Tatters: Uncle Toby's Series,Unknown,,,['en'],54,"'Picture books for children', 'Hygiene -- Juvenile poetry', 'Charity -- Juvenile poetry', 'Poor -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
1115,PG24736,Peter Pry's Puppet Show: Part the II.,Unknown,,,['en'],26,"""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
1116,PG24760,Aunt Kitty's Stories,Various,,,['en'],307,"'Nursery rhymes', ""Children's poetry"", 'Conduct of life -- Juvenile poetry', 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
1119,PG24778,The National Nursery Book: With 120 illustrations,Unknown,,,['en'],195,"'Picture books for children', 'Nursery rhymes', ""Children's stories"", 'Fairy tales', ""Children's poetry""",Text,"""Children's poetry"""
1120,PG24795,An Entertaining History of Tom Thumb: William Raine's Edition,Unknown,,,['en'],33,"'Fairy tales', 'Nursery rhymes', ""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
1127,PG24849,A Little Present for a Good Child,Unknown,,,['en'],33,"""Children's poetry"", 'Picture books for children', 'Readers (Elementary)'",Text,"""Children's poetry"""
1134,PG24894,The Emperor's Rout,Unknown,,,['en'],29,"'Moths -- Juvenile poetry', ""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
1143,PG25442,Aunt Friendly's Picture Book.: Containing Thirty-six Pages of Pictures Printed in Colours by Kronheim,,,,['en'],66,"'Nursery rhymes', ""Children's stories"", 'Fairy tales', ""Children's poetry"", 'Alphabet books'",Text,"""Children's poetry"""
1151,PG25592,Life and Adventures of Mr. Pig and Miss Crane: A Nursery Tale,Unknown,,,['en'],24,"'Animals -- Juvenile poetry', 'Animals -- Pictorial works -- Juvenile literature', ""Children's poetry""",Text,"""Children's poetry"""
1164,PG25634,Christmas Roses,"Lawson, Lizzie",,,['en'],24,"""Children's poetry"", 'Picture books for children', 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
1166,PG25639,Graded Memory Selections,Various,,,['en'],34,"""Children's poetry""",Text,"""Children's poetry"""
1171,PG25698,"Think Before You Speak; Or, The Three Wishes","Dorset, Catherine Ann Turner",1749.0,1816.0,['en'],36,"'Wishes -- Juvenile poetry', ""Children's poetry"", 'Fairies -- Juvenile poetry', 'Poor -- Juvenile poetry'",Text,"""Children's poetry"""
1191,PG26060,Complete Version of ye Three Blind Mice,"Ivimey, John W. (John William)",1868.0,,['en'],762,"""Children's songs"", 'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
1196,PG26199,Fables of John Gay (Somewhat Altered),"Gay, John",1685.0,1732.0,['en'],68,"""Children's poetry"", 'Fables, English'",Text,"""Children's poetry"""
1197,PG2619,The Home Book of Verse — Volume 1,"Stevenson, Burton Egbert",1872.0,1962.0,['en'],75,"""Children's poetry"", 'English poetry', 'American poetry'",Text,"""Children's poetry"""
1201,PG2620,The Home Book of Verse — Volume 2,"Stevenson, Burton Egbert",1872.0,1962.0,['en'],173,"""Children's poetry"", 'English poetry', 'American poetry'",Text,"""Children's poetry"""
1204,PG2621,The Home Book of Verse — Volume 3,"Stevenson, Burton Egbert",1872.0,1962.0,['en'],95,"""Children's poetry"", 'English poetry', 'American poetry'",Text,"""Children's poetry"""
1208,PG2622,The Home Book of Verse — Volume 4,"Stevenson, Burton Egbert",1872.0,1962.0,['en'],141,"""Children's poetry"", 'English poetry', 'American poetry'",Text,"""Children's poetry"""
1212,PG26266,The Rocket Book,"Newell, Peter",1862.0,1924.0,['en'],14,"'Stories in rhyme', ""Children's poetry"", 'Humorous poetry'",Sound,"""Children's poetry"""
1214,PG26271,The Slant Book,"Newell, Peter",1862.0,1924.0,['en'],14,"'Stories in rhyme', ""Children's poetry"", 'Humorous poetry'",Sound,"""Children's poetry"""
1236,PG26575,Selected Lullabies,"Field, Eugene",1850.0,1895.0,['en'],46,"""Children's poetry""",Sound,"""Children's poetry"""
1243,PG26650,"The Ducks and Frogs, a Tale of the Bogs.","Fire-Fly, Fanny",,,['en'],28,"'Ducks -- Juvenile poetry', 'Frogs -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
1251,PG2670,Love-Songs of Childhood,"Field, Eugene",1850.0,1895.0,['en'],69,"""Children's poetry""",Text,"""Children's poetry"""
1253,PG26736,Stories of Many Lands,"Greenwood, Grace",1823.0,1904.0,['en'],25,"'Charades', ""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
1325,PG27530,The Tailor and the Crow: An Old Rhyme with New Drawings,"Brooke, L. Leslie (Leonard Leslie)",1862.0,1940.0,['en'],44,"""Children's poetry""",Text,"""Children's poetry"""
1369,PG28660,"Phebe, the Blackberry Girl: Uncle Thomas's Stories for Good Children",Anonymous,,,['en'],36,"'Children -- Social life and customs -- Juvenile fiction', ""Children's poetry"", 'Children -- Conduct of life -- Juvenile fiction', 'Children and animals -- Juvenile fiction'",Text,"""Children's poetry"""
1390,PG28847,Max and Maurice: A Juvenile History in Seven Tricks,"Busch, Wilhelm",1832.0,1908.0,['en'],223,"'Wit and humor', ""Children's poetry"", 'Practical jokes -- Juvenile poetry'",Text,"""Children's poetry"""
1408,PG29357,Our Young Folks at Home and Abroad,,,,['en'],66,"'Conduct of life -- Juvenile literature', ""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
1411,PG29378,Pinafore Palace,,,,['en'],19,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
1419,PG29595,Funny Little Socks: Being the Fourth Book,"Barrow, Sarah L.",,,['en'],35,"'Wit and humor, Juvenile', 'Children -- Conduct of life -- Juvenile fiction', ""Children's stories"", 'Conduct of life -- Juvenile fiction', ""Children's poetry""",Text,"""Children's poetry"""
1426,PG29762,FreeChildrenStories.com Collection,"Errico, Daniel",,,['en'],309,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
1428,PG29840,A Nursery Rhyme Picture Book: With Drawings in Colour and Black and White,"Brooke, L. Leslie (Leonard Leslie)",1862.0,1940.0,['en'],54,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
1461,PG30426,Rhymes Old and New : collected by M.E.S. Wright,,,,['en'],228,"""Children's poetry""",Text,"""Children's poetry"""
1465,PG30494,The Adventures of A Brownie: As Told to My Child by Miss Mulock,"Craik, Dinah Maria Mulock",1826.0,1887.0,['en'],49,"'Fairies -- Juvenile fiction', ""Children's poetry""",Text,"""Children's poetry"""
1474,PG30659,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 14","Stevenson, Robert Louis",1850.0,1894.0,['en'],41,"'Poetry', ""Children's poetry"", 'English literature -- 19th century'",Text,"""Children's poetry"""
1479,PG30720,Happy Days for Boys and Girls,Various,,,['en'],62,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
1506,PG31342,The 3 Little Kittens,Anonymous,,,['en'],136,"'Picture books for children', 'Mothers and daughters -- Juvenile poetry', 'Kittens -- Juvenile poetry', 'Cats -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
1519,PG31486,"The Monkey's Frolic: A Humorous Tale, in Verse",Anonymous,,,['en'],20,"'Monkeys -- Juvenile poetry', 'Humorous poetry', 'Physicians -- Juvenile poetry', 'Cats -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
1553,PG32091,Down-Adown-Derry: A Book of Fairy Poems,"De la Mare, Walter",1873.0,1956.0,['en'],79,"""Children's poetry"", 'Conduct of life -- Juvenile poetry', 'Fairy poetry', 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
1565,PG32184,The Lion's Masquerade: A Sequel to The Peacock at Home,"Dorset, Catherine Ann Turner",1749.0,1816.0,['en'],36,"'Animals -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
1567,PG32210,The Brownies: Their Book,"Cox, Palmer",1840.0,1924.0,['en'],119,"""Children's poetry"", 'Fairies -- Juvenile poetry'",Text,"""Children's poetry"""
1605,PG32553,A Little Freckled Person: A Book of Child Verse,"Davies, Mary Carolyn",,,['en'],38,"""Children's poetry""",Text,"""Children's poetry"""
1679,PG34237,Golden Numbers: A Book of Verse for Youth,,,,['en'],56,"'English poetry -- Collections', 'American poetry -- Collections', ""Children's poetry""",Text,"""Children's poetry"""
1688,PG34438,The Troubles of Biddy: A Pretty Little Story,"Byrum, Isabel C. (Isabel Coston)",1870.0,1938.0,['en'],18,"""Children's poetry"", 'Chickens -- Juvenile poetry', 'Mothers -- Juvenile poetry', 'Ducklings -- Juvenile poetry'",Text,"""Children's poetry"""
1770,PG36005,My Treasure,,,,['en'],63,"'Conduct of life -- Juvenile fiction', ""Children's poetry"", 'Children -- Conduct of life -- Juvenile fiction', ""Children's stories""",Text,"""Children's poetry"""
1798,PG36501,"Olive Leaves; Or, Sketches of Character","Sigourney, L. H. (Lydia Howard)",1791.0,1865.0,['en'],34,"'Conduct of life -- Juvenile fiction', ""Children's poetry"", 'Christian life -- Juvenile fiction', ""Children's stories""",Text,"""Children's poetry"""
1857,PG37414,The World Turned Upside Down,"Clayton, Ellen C. (Ellen Creathorne)",1834.0,1900.0,['en'],22,"'Wit and humor, Juvenile', ""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
1871,PG37542,Watt's Songs Against Evil,"Watts, Isaac",1674.0,1748.0,['en'],27,"'Conduct of life -- Juvenile poetry', ""Children's songs"", 'Christian life -- Juvenile poetry', ""Children's poetry"", 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
1875,PG37543,Watt's Songs Against Faults,"Watts, Isaac",1674.0,1748.0,['en'],20,"'Conduct of life -- Juvenile poetry', ""Children's songs"", 'Christian life -- Juvenile poetry', ""Children's poetry"", 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
1883,PG37655,"Bye-a Baby Bunting, and Other Rhymes",Anonymous,,,['en'],21,"'Advertising -- Cotton thread', ""Children's poetry""",Text,"""Children's poetry"""
1884,PG37690,The Babes in the Wood: May Bells Series,Anonymous,,,['en'],32,"""Children's poetry""",Text,"""Children's poetry"""
1891,PG37810,Child Verse: Poems Grave & Gay,"Tabb, John B. (John Banister)",1845.0,1909.0,['en'],34,"""Children's poetry""",Text,"""Children's poetry"""
1928,PG38562,The Big Book of Nursery Rhymes,,,,['en'],541,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
1946,PG38902,"Buzz a Buzz; Or, The Bees","Busch, Wilhelm",1832.0,1908.0,['en'],23,"'Bees -- Juvenile poetry', ""Children's poetry"", 'Wit and humor, Pictorial', 'Bees -- Caricatures and cartoons'",Text,"""Children's poetry"""
1976,PG39741,In My Nursery,"Richards, Laura Elizabeth Howe",1850.0,1943.0,['en'],69,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
1980,PG39784,"Mother Goose's Nursery Rhymes: A Collection of Alphabets, Rhymes, Tales, and Jingles",,,,['en'],500,"'Humorous poetry', ""Children's songs"", 'Nursery rhymes', 'Alphabet rhymes', ""Children's poetry""",Text,"""Children's poetry"""
2061,PG41865,"Leaves for a Christmas Bough: Love, Truth, and Hope",Unknown,,,['en'],15,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
2063,PG41945,Dream Blocks,"Higgins, Aileen Cleveland",1882.0,,['en'],42,"""Children's poetry"", 'Conduct of life -- Juvenile poetry', 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
2077,PG42162,The Jumble Book: A Jumble of Good Things,"Cory, David",1872.0,1966.0,['en'],112,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
2130,PG42850,"The Pied Piper of Hamelin, and Other Poems: Every Boy's Library","Browning, Robert",1812.0,1889.0,['en'],72,"'Conduct of life -- Juvenile poetry', ""Children's poetry, English"", 'Promises -- Juvenile poetry', 'Soldiers -- Juvenile poetry', 'Courage -- Juvenile poetry', 'Missing children -- Juvenile poetry', 'War -- Juvenile poetry', 'Pied Piper of Hamelin (Legendary character) -- Juvenile poetry', ""Children's poetry"", 'Avarice -- Juvenile poetry'",Text,"""Children's poetry"""
2134,PG42947,"Little Ann, and Other Poems","Taylor, Ann",1782.0,1866.0,['en'],76,"""Children's poetry""",Text,"""Children's poetry"""
2152,PG43645,"A Present for Infants; or, Pictures for the Nursery",Anonymous,,,['en'],23,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
2198,PG45021,Jack the Giant Killer,"Leigh, Percival",1813.0,1889.0,['en'],75,"'Wit and humor, Juvenile', 'Fairy tales -- Poetry', ""Children's poetry""",Text,"""Children's poetry"""
2209,PG45168,Rhymes for Harry and His Nurse-Maid,"Arthington, Maria",,1863.0,['en'],42,"'Conduct of life -- Juvenile poetry', 'Nannies -- Juvenile poetry', 'Nursery rhymes', 'Mothers -- Juvenile poetry', 'Children -- Conduct of life -- Juvenile poetry', ""Children's poetry"", 'Infants -- Juvenile poetry'",Text,"""Children's poetry"""
